,kappa,# Edges,# Nodes,Min Degree,Max Degree,Diameter,S_0_1,S_1_1,S_2_1,S_3_1,S_4_1,S_5_1,S_6_1,S_7_1,S_8_1,S_9_1,S_10_1,S_11_1,S_12_1,S_13_1,S_0_2,S_1_2,S_2_2,S_3_2,S_4_2,S_5_2,S_6_2,S_7_2,S_8_2,S_9_2,S_10_2,S_11_2,S_12_2,S_13_2,S_0_3,S_1_3,S_2_3,S_3_3,S_4_3,S_5_3,S_6_3,S_7_3,S_8_3,S_9_3,S_10_3,S_11_3,S_12_3,S_13_3,label
1289,5,56,14,6,12,2,3,3,4,1,4,0,4,1,4,2,0,3,2,0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,4.0,2.0,0
1290,5,56,14,5,11,2,0,2,3,3,4,2,0,1,2,2,0,2,0,2,1.0,3.0,4.0,4.0,0.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,0
1291,5,28,14,3,6,3,2,1,0,0,4,4,0,3,3,3,0,2,4,4,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1
1292,5,56,14,6,10,2,4,0,2,4,4,3,1,2,1,2,1,2,1,1,0.0,1.0,3.0,0.0,0.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,0
1293,5,56,14,6,10,2,1,0,3,1,0,4,3,0,4,4,0,3,0,1,2.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,1
1294,5,28,14,2,7,3,0,3,4,1,4,0,0,3,4,1,0,3,0,1,0.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0
1295,5,42,14,4,9,3,0,0,0,2,1,0,4,0,0,4,4,0,1,4,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1
1296,5,56,14,4,11,2,4,4,0,3,0,1,3,1,0,0,2,2,1,2,0.0,0.0,1.0,4.0,0.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,0
1297,5,56,14,4,11,2,1,0,4,1,1,4,1,4,3,3,2,2,4,4,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0
1298,5,42,14,4,9,3,0,3,0,2,0,4,1,3,2,1,4,2,2,1,1.0,4.0,1.0,3.0,0.0,0.0,2.0,4.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,4.0,3.0,1.0,4.0,4.0,3.0,0
1299,5,42,14,3,8,3,3,1,1,4,0,2,2,2,1,4,4,1,3,2,4.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,4.0,0
1300,5,42,14,4,9,3,4,4,1,4,3,2,3,3,4,0,0,3,1,1,0.0,0.0,2.0,0.0,4.0,3.0,4.0,4.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,0
1301,5,28,14,2,7,3,2,1,0,0,1,2,0,0,2,1,0,3,0,1,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,3.0,1
1302,5,42,14,4,8,2,0,1,4,0,3,0,3,3,1,0,1,1,3,2,1.0,2.0,0.0,0.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,4.0,0
1303,5,42,14,3,8,3,2,3,2,4,0,1,2,0,1,0,2,4,0,1,3.0,4.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,0
1304,5,42,14,4,10,3,2,4,1,3,2,3,2,0,1,0,4,1,4,3,3.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,4.0,4.0,1.0,3.0,0.0,4.0,0.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0
1305,5,56,14,6,10,2,0,4,3,1,0,2,4,0,0,3,2,0,4,4,0.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,0
1306,5,28,14,2,6,3,1,4,0,4,2,1,2,3,0,1,0,0,2,2,2.0,0.0,1.0,0.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,4.0,3.0,4.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,1
1307,5,28,14,2,6,3,4,3,2,0,1,3,1,3,4,3,2,2,3,4,0.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1
1308,5,28,14,2,6,3,3,0,4,0,3,4,3,1,4,3,1,1,0,2,4.0,1.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,2.0,4.0,0
1309,5,56,14,6,11,2,1,0,0,2,1,2,2,3,2,1,4,2,2,2,2.0,0.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,4.0,1
1310,5,28,14,3,6,3,1,3,0,4,1,2,1,1,2,2,3,3,1,2,2.0,4.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,4.0,1
1311,5,28,14,2,7,3,3,3,3,0,2,0,2,4,4,2,1,2,1,3,4.0,4.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,0.0,0
1312,5,56,14,7,11,2,2,3,3,2,0,1,0,3,4,3,1,0,0,4,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0
1313,5,56,14,5,11,2,2,2,0,4,1,4,3,4,0,1,2,4,2,3,3.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,4.0,0.0,0
1314,5,42,14,3,8,3,0,3,1,2,2,0,4,4,4,4,3,2,0,2,0.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0
1315,5,28,14,2,6,3,3,2,1,0,4,1,0,2,0,1,2,4,1,2,4.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,4.0,1
1316,5,56,14,6,10,2,4,4,3,3,1,0,2,0,4,2,0,2,2,4,0.0,0.0,4.0,4.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,4.0,4.0,1.0,0
1317,5,28,14,2,6,3,2,2,4,2,2,2,0,1,2,0,4,2,3,1,3.0,3.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,0
1318,5,28,14,2,5,3,3,0,4,3,3,2,2,4,2,1,2,1,4,2,4.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,4.0,3.0,0.0,4.0,1
1319,5,42,14,3,9,3,1,0,1,1,3,3,3,2,2,0,4,1,1,2,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,1
1320,5,56,14,6,11,2,0,0,4,0,0,3,3,4,3,4,0,1,0,3,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1
1321,5,28,14,3,5,3,2,0,0,2,0,1,2,3,0,4,4,0,3,4,3.0,0.0,1.0,3.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0
1322,5,56,14,6,10,2,3,0,1,0,2,3,3,4,2,1,0,4,1,4,4.0,1.0,2.0,1.0,3.0,4.0,4.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,0
1323,5,42,14,3,9,3,0,4,0,2,3,0,0,1,1,2,4,2,1,0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,1
1324,5,56,14,5,12,2,2,2,4,1,0,3,2,4,3,4,0,0,4,3,3.0,3.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0
1325,5,28,14,2,6,3,1,4,0,3,1,3,3,1,3,2,2,4,1,3,2.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,0.0,1
1326,5,42,14,4,7,2,3,1,2,1,0,4,0,2,4,0,0,0,1,1,4.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,0
1327,5,28,14,2,6,3,1,1,0,1,0,2,1,4,4,0,2,1,4,3,2.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0
1328,5,28,14,3,6,3,1,2,1,4,3,0,3,2,1,0,3,2,4,4,2.0,3.0,2.0,0.0,4.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,4.0,1.0,1.0,0
1329,5,42,14,3,7,3,0,1,2,1,4,4,2,4,1,0,2,3,0,3,1.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,2.0,0.0,0
1330,5,28,14,2,7,3,2,3,1,0,2,3,0,3,1,2,4,1,4,0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,0
1331,5,42,14,4,9,3,1,4,0,2,2,4,2,4,3,2,3,4,1,0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,4.0,0.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,0
1332,5,56,14,6,11,2,1,3,0,4,1,3,4,4,4,3,4,2,1,2,2.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,4.0,0
1333,5,56,14,6,12,2,4,3,3,0,4,4,4,4,0,3,4,1,4,2,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,0
1334,5,42,14,3,9,3,3,1,0,1,4,4,2,4,1,1,3,3,1,3,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1
1335,5,42,14,4,8,3,0,3,3,2,0,3,0,2,0,3,3,2,2,0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1
1336,5,56,14,4,11,2,4,1,3,0,1,3,3,2,2,0,0,0,2,1,0.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,0
1337,5,56,14,5,11,2,3,1,2,2,1,0,4,0,4,2,0,3,3,3,4.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,4.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0
1338,5,56,14,5,11,2,1,3,4,0,3,4,0,0,1,3,3,3,2,0,2.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,0
1339,5,42,14,4,9,3,0,0,2,0,3,3,4,0,4,0,3,4,0,0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1340,5,56,14,6,10,2,4,2,3,0,4,3,3,0,3,2,2,0,2,4,0.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1
1341,5,56,14,4,13,2,4,3,2,3,1,3,0,1,0,2,0,0,0,3,0.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,0
1342,5,42,14,3,9,2,1,3,1,2,0,2,2,3,0,0,3,1,2,1,2.0,4.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,4.0,3.0,1
1343,5,42,14,4,9,3,0,1,4,1,0,1,0,1,0,0,1,1,2,1,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,1
1344,5,42,14,4,10,2,0,2,4,4,0,4,0,1,0,3,1,3,4,2,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,4.0,0.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,4.0,0
1345,5,42,14,3,9,2,4,3,2,3,0,2,0,4,2,4,3,0,4,4,0.0,4.0,3.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1
1346,5,42,14,4,11,3,1,0,2,3,4,2,4,0,4,0,2,1,3,0,2.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,0
1347,5,28,14,2,6,4,3,3,4,0,1,4,4,4,1,2,0,3,3,2,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,1
1348,5,56,14,6,11,2,4,2,2,0,4,0,4,0,1,3,1,1,4,4,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,0
1349,5,56,14,6,11,2,1,3,3,0,4,1,1,1,4,4,2,1,0,2,2.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,0
1350,5,28,14,2,7,4,1,1,2,3,0,3,4,3,2,1,4,1,1,1,2.0,2.0,3.0,4.0,1.0,4.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,3.0,3.0,0
1351,5,28,14,2,6,3,1,4,2,4,4,3,3,4,3,1,2,4,2,2,2.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,3.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,1
1352,5,42,14,4,9,2,2,2,2,4,0,1,1,2,1,2,0,3,4,1,3.0,3.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,0.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,0.0,0.0,3.0,0
1353,5,28,14,3,5,4,3,4,0,2,1,3,1,2,2,1,1,1,0,3,4.0,0.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0,4.0,3.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0,1
1354,5,28,14,2,6,3,3,1,0,2,0,2,2,3,4,1,4,1,1,4,4.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,4.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,1
1355,5,56,14,5,10,2,2,4,2,3,1,1,4,0,0,0,2,2,3,2,3.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,0.0,4.0,0
1356,5,56,14,6,11,2,1,2,3,2,0,3,0,3,3,1,3,0,2,2,2.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,4.0,4.0,1
1357,5,28,14,2,6,4,2,2,0,4,1,0,1,4,0,2,4,3,4,2,3.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,4.0,4.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,0
1358,5,56,14,6,10,2,1,2,4,0,0,0,2,0,2,2,2,2,2,3,2.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,1
1359,5,42,14,3,8,3,4,3,4,1,4,4,3,2,0,1,3,4,0,1,0.0,4.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,3.0,0
1360,5,42,14,3,8,3,4,2,0,1,4,1,1,0,0,3,3,0,4,4,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1
1361,5,56,14,5,11,2,3,4,0,0,1,1,3,2,3,2,0,0,2,3,4.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,4.0,0.0,0
1362,5,56,14,6,11,2,0,1,1,0,1,0,4,0,0,4,3,4,3,2,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1
1363,5,56,14,6,11,2,0,4,0,3,3,2,4,2,0,0,4,0,3,4,0.0,0.0,0.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1364,5,28,14,2,6,3,0,0,3,3,2,3,1,4,2,0,3,0,3,4,0.0,0.0,4.0,4.0,3.0,4.0,2.0,0.0,3.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0
1365,5,28,14,2,6,3,2,1,4,3,1,4,4,2,0,2,3,4,3,0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1
1366,5,28,14,2,6,4,0,2,1,3,4,3,2,4,0,2,1,2,1,1,1.0,3.0,2.0,4.0,0.0,4.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0,0
1367,5,56,14,6,12,2,3,2,4,1,2,3,3,2,3,2,4,0,0,2,4.0,3.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,2.0,4.0,0
1368,5,42,14,4,9,3,4,1,2,4,3,2,0,1,1,4,1,3,4,0,0.0,2.0,3.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,4.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,0
1369,5,42,14,3,9,3,2,2,3,1,2,3,0,0,0,0,2,3,3,4,3.0,3.0,4.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0
1370,5,28,14,2,7,3,3,4,3,3,3,1,0,4,2,0,2,2,4,4,4.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,1
1371,5,42,14,4,11,2,1,2,3,4,1,2,4,4,1,2,2,0,4,1,2.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,3.0,0
1372,5,56,14,6,10,2,4,3,1,3,3,3,3,3,0,3,0,3,3,0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1
1373,5,28,14,2,6,3,1,0,0,2,1,0,2,2,3,0,2,3,1,2,2.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,4.0,0.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,4.0,1
1374,5,42,14,4,8,3,3,3,2,1,3,3,4,2,1,0,3,0,1,2,4.0,4.0,3.0,2.0,4.0,4.0,0.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,4.0,1
1375,5,56,14,5,10,2,0,3,2,1,3,2,4,3,3,2,4,4,2,4,1.0,4.0,3.0,2.0,4.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0
